2022-10-04T00:04+0200,00:05,00:05
2022-10-04T00:04+0200,00:11,00:05
2022-10-04T00:04+0200,00:17,00:05
2022-10-04T00:04+0200,00:23,00:05
2022-10-04T00:04+0200,00:28,00:05
2022-10-04T00:04+0200,00:34,00:05
2022-10-04T00:05+0200,00:40,00:05
2022-10-04T00:05+0200,00:46,00:05
2022-10-04T00:05+0200,00:52,00:05
2022-10-04T00:05+0200,00:58,00:06
2022-10-04T00:05+0200,01:04,00:05
2022-10-04T00:05+0200,01:10,00:06
2022-10-04T00:05+0200,01:16,00:05
2022-10-04T00:05+0200,01:22,00:05
2022-10-04T00:05+0200,01:27,00:05
2022-10-04T00:05+0200,01:33,00:05
2022-10-04T00:05+0200,01:39,00:05
2022-10-04T00:06+0200,01:45,00:06
2022-10-04T00:06+0200,01:51,00:05
2022-10-04T00:06+0200,01:57,00:05
2022-10-04T00:06+0200,02:03,00:05
2022-10-04T00:06+0200,02:09,00:06
2022-10-04T00:06+0200,02:15,00:05
2022-10-04T00:06+0200,02:21,00:05
2022-10-04T00:06+0200,02:27,00:05
2022-10-04T00:06+0200,02:33,00:05
2022-10-04T00:06+0200,02:38,00:05
2022-10-04T00:07+0200,02:45,00:06
2022-10-04T00:07+0200,02:50,00:05
2022-10-04T00:07+0200,02:56,00:05
2022-10-04T00:07+0200,03:02,00:06
2022-10-04T00:07+0200,03:08,00:06
2022-10-04T00:07+0200,03:15,00:06
2022-10-04T00:07+0200,03:21,00:05
2022-10-04T00:07+0200,03:27,00:06
2022-10-04T00:07+0200,03:33,00:05
2022-10-04T00:07+0200,03:39,00:05
2022-10-04T00:08+0200,03:45,00:05
2022-10-04T00:08+0200,03:50,00:05
2022-10-04T00:08+0200,03:56,00:06
2022-10-04T00:08+0200,04:03,00:06
2022-10-04T00:08+0200,04:09,00:05
2022-10-04T00:08+0200,04:15,00:05
2022-10-04T00:08+0200,04:21,00:06
2022-10-04T00:08+0200,04:27,00:05
2022-10-04T00:08+0200,04:33,00:05
2022-10-04T00:08+0200,04:39,00:06
2022-10-04T00:09+0200,04:45,00:06
2022-10-04T00:09+0200,04:51,00:06
2022-10-04T00:09+0200,04:58,00:06
2022-10-04T00:09+0200,05:04,00:06
2022-10-04T00:09+0200,05:10,00:05
2022-10-04T00:09+0200,05:16,00:06
2022-10-04T00:09+0200,05:22,00:06
2022-10-04T00:09+0200,05:29,00:06
2022-10-04T00:09+0200,05:35,00:06
2022-10-04T00:10+0200,05:42,00:06
2022-10-04T00:10+0200,05:48,00:06
2022-10-04T00:10+0200,05:54,00:06
2022-10-04T00:10+0200,06:01,00:06
2022-10-04T00:10+0200,06:07,00:06
2022-10-04T00:10+0200,06:14,00:06
2022-10-04T00:10+0200,06:20,00:06
2022-10-04T00:10+0200,06:27,00:06
2022-10-04T00:10+0200,06:33,00:06
2022-10-04T00:11+0200,06:39,00:06
2022-10-04T00:11+0200,06:44,00:04
2022-10-04T00:11+0200,07:20,00:35
2022-10-04T00:12+0200,07:44,00:24
2022-10-04T00:12+0200,08:10,00:25
2022-10-04T00:12+0200,08:38,00:28
2022-10-04T00:13+0200,09:06,00:28
2022-10-04T00:13+0200,09:34,00:27
2022-10-04T00:14+0200,10:02,00:28
2022-10-04T00:14+0200,10:31,00:28
2022-10-04T00:15+0200,10:58,00:27
2022-10-04T00:15+0200,11:26,00:27
2022-10-04T00:16+0200,11:56,00:29
2022-10-04T00:16+0200,12:28,00:32
2022-10-04T00:17+0200,13:00,00:31
2022-10-04T00:17+0200,13:33,00:32
2022-10-04T00:18+0200,14:04,00:31
2022-10-04T00:18+0200,14:36,00:31
