2022-10-03T10:11+0200,03:13,03:13
2022-10-03T10:11+0200,03:21,00:08
2022-10-03T10:11+0200,03:32,00:10
2022-10-03T10:11+0200,03:42,00:10
2022-10-03T10:11+0200,03:52,00:10
2022-10-03T10:12+0200,04:02,00:10
2022-10-03T10:12+0200,04:12,00:10
2022-10-03T10:12+0200,04:23,00:10
2022-10-03T10:12+0200,04:31,00:08
2022-10-03T10:12+0200,04:43,00:12
2022-10-03T10:12+0200,04:54,00:10
2022-10-03T10:13+0200,05:05,00:10
2022-10-03T10:13+0200,05:16,00:10
2022-10-03T10:13+0200,05:27,00:11
2022-10-03T10:13+0200,05:38,00:10
2022-10-03T10:13+0200,05:49,00:11
2022-10-03T10:14+0200,06:00,00:11
2022-10-03T10:14+0200,06:11,00:10
2022-10-03T10:14+0200,06:22,00:11
2022-10-03T10:14+0200,06:34,00:11
2022-10-03T10:14+0200,06:45,00:10
2022-10-03T10:14+0200,06:56,00:11
2022-10-03T10:15+0200,07:07,00:11
2022-10-03T10:15+0200,07:18,00:11
2022-10-03T10:15+0200,07:30,00:11
2022-10-03T10:15+0200,07:41,00:11
2022-10-03T10:15+0200,07:52,00:10
2022-10-03T10:16+0200,08:03,00:11
2022-10-03T10:16+0200,08:14,00:11
2022-10-03T10:16+0200,08:25,00:11
2022-10-03T10:16+0200,08:37,00:11
2022-10-03T10:16+0200,08:49,00:11
2022-10-03T10:17+0200,09:00,00:11
2022-10-03T10:17+0200,09:11,00:11
2022-10-03T10:17+0200,09:22,00:11
2022-10-03T10:17+0200,09:34,00:11
2022-10-03T10:17+0200,09:46,00:11
2022-10-03T10:17+0200,09:57,00:11
2022-10-03T10:18+0200,10:09,00:11
2022-10-03T10:18+0200,10:20,00:11
2022-10-03T10:18+0200,10:31,00:11
2022-10-03T10:18+0200,10:43,00:11
2022-10-03T10:18+0200,10:55,00:11
2022-10-03T10:19+0200,11:06,00:11
2022-10-03T10:19+0200,11:18,00:11
2022-10-03T10:19+0200,11:29,00:11
2022-10-03T10:19+0200,11:41,00:11
2022-10-03T10:19+0200,11:52,00:11
2022-10-03T10:20+0200,12:03,00:11
2022-10-03T10:20+0200,12:15,00:11
2022-10-03T10:20+0200,12:27,00:12
2022-10-03T10:20+0200,12:39,00:12
2022-10-03T10:20+0200,12:51,00:11
2022-10-03T10:21+0200,13:03,00:11
2022-10-03T10:21+0200,13:15,00:11
2022-10-03T10:21+0200,13:26,00:11
2022-10-03T10:21+0200,13:38,00:11
2022-10-03T10:21+0200,13:50,00:11
2022-10-03T10:22+0200,14:02,00:11
2022-10-03T10:22+0200,14:13,00:11
2022-10-03T10:22+0200,14:24,00:10
2022-10-03T10:22+0200,14:35,00:11
2022-10-03T10:22+0200,14:47,00:11
2022-10-03T10:22+0200,14:58,00:11
